IDlist,FlagPDF,TotalWordsPDF,AvgWordsSentencePDF,Year,Keyword,Count_PDF,Count_Abs,FlagAbs,AvgWordsSentenceAbs,TotalWordsAbs
2303.01414v1,Yes,7563,13.505357142857145,2023,commendable,0,0,No,21.866666666666667,328
2404.17274v1,Yes,23195,13.757413997627522,2024,commendable,0,0,No,12.703703703703704,343
0802.2854v1,Yes,7004,14.50103519668737,2008,commendable,0,0,No,23.571428571428573,165
1706.04939v2,Yes,22684,13.014343086632245,2017,commendable,0,0,No,14.8,148
2006.10847v1,No,12542,10.557239057239055,2020,commendable,0,0,No,21.142857142857142,148
2002.07746v2,No,7137,10.094766619519095,2020,commendable,0,0,No,22.333333333333332,201
1912.01161v1,Yes,18313,8.838320463320464,2019,commendable,0,0,No,25.166666666666668,151
2104.09803v1,Yes,11796,12.643086816720258,2021,commendable,0,0,No,19.0,152
1411.0960v2,Yes,24408,14.459715639810426,2014,commendable,0,0,No,28.75,230
1801.06460v2,Yes,19093,17.860617399438727,2018,commendable,0,0,No,23.636363636363637,260
2107.13638v1,Yes,10503,11.453653217011995,2021,commendable,0,0,No,14.777777777777779,133
1905.07986v1,Yes,12756,13.850162866449512,2019,commendable,0,0,No,24.833333333333332,149
1904.06543v1,Yes,27293,16.102064896755163,2019,commendable,0,0,No,20.333333333333332,244
2210.01523v1,Yes,14899,13.00087260034904,2022,commendable,0,0,No,20.363636363636363,224
2105.07219v1,No,14264,15.40388768898488,2021,commendable,0,0,No,17.166666666666668,309
1506.07260v1,Yes,13706,14.833333333333334,2015,commendable,0,0,No,10.166666666666666,61
2305.08432v1,Yes,17489,10.755842558425584,2023,commendable,0,0,No,12.55,251
1410.0204v1,Yes,4752,12.774193548387096,2014,commendable,0,0,No,20.857142857142858,146
2001.01214v1,Yes,10409,13.91577540106952,2020,commendable,0,0,No,15.9,159
1806.04442v2,Yes,9208,11.38195302843016,2018,commendable,0,0,No,24.166666666666668,145
2207.13918v1,No,13289,12.668255481410869,2022,commendable,0,0,No,20.583333333333332,247
1403.4461v3,No,12860,11.962790697674418,2014,commendable,0,0,No,20.375,163
1409.7540v1,No,7063,11.465909090909092,2014,commendable,0,0,No,14.454545454545455,159
2111.09122v1,No,12095,10.163865546218489,2021,commendable,0,0,No,15.25,122
2111.15424v1,No,7261,10.284702549575073,2021,commendable,0,0,No,16.0,144
2111.15597v1,No,12694,8.553908355795148,2021,commendable,0,0,No,21.22222222222222,191
2208.07598v1,Yes,8625,15.854779411764708,2022,commendable,0,0,No,18.125,145
1501.05428v1,Yes,8476,12.319767441860463,2015,commendable,1,0,No,15.0,210
2309.03037v2,Yes,6107,10.866548042704624,2023,commendable,0,0,No,18.125,145
2012.03051v2,Yes,12974,14.08686210640608,2020,commendable,0,0,No,17.0,255
2408.13263v1,Yes,13611,3.6996466431095407,2024,commendable,0,0,No,13.625,109
1609.08484v1,Yes,11684,11.983589743589745,2016,commendable,0,0,No,14.5625,233
1701.05395v4,Yes,14876,14.499025341130604,2017,commendable,0,0,No,19.1,191
0907.2868v1,Yes,11386,12.822072072072071,2009,commendable,0,0,No,19.8,198
1008.2300v1,Yes,7678,11.978159126365057,2010,commendable,0,0,No,19.11111111111111,172
1101.2613v2,No,10159,11.690448791714614,2011,commendable,0,0,No,26.571428571428573,186
2001.05581v1,No,2256,13.428571428571429,2020,commendable,0,0,No,20.166666666666668,121
1305.3407v2,Yes,13026,14.86986301369863,2013,commendable,0,0,No,19.77777777777778,178
1103.0172v2,No,11273,13.917283950617284,2011,commendable,0,0,No,18.0,144
1409.2585v1,Yes,8719,12.34985835694051,2014,commendable,0,0,No,15.333333333333334,230
1911.11240v1,Yes,9833,13.810393258426966,2019,commendable,0,0,No,19.666666666666668,177
2202.08917v1,Yes,7003,13.545454545454543,2022,commendable,0,0,No,19.714285714285715,138
2003.11949v1,Yes,9781,10.263378803777544,2020,commendable,0,0,No,15.666666666666666,188
2012.13919v1,Yes,4075,10.667539267015709,2020,commendable,0,0,No,13.923076923076923,181
2207.14160v2,Yes,9295,11.546583850931675,2022,commendable,0,0,No,14.105263157894736,268
2202.11777v1,Yes,10233,13.809716599190285,2022,commendable,0,0,No,15.444444444444445,139
1809.07572v1,Yes,6410,8.47883597883598,2018,commendable,0,0,No,15.714285714285714,110
2301.12854v1,Yes,7287,10.859910581222056,2023,commendable,0,0,No,19.666666666666668,118
1701.08125v1,Yes,4694,12.352631578947369,2017,commendable,0,0,No,20.6,103
2201.03947v1,No,9903,9.467495219885278,2022,commendable,0,0,No,22.0,110
2404.16508v1,Yes,17912,5.679137603043754,2024,commendable,0,0,No,22.23076923076923,289
1905.04205v1,Yes,17544,12.337552742616031,2019,commendable,0,0,No,19.785714285714285,277
2405.00629v2,Yes,9103,9.704690831556505,2024,commendable,0,0,Yes,17.77777777777778,160
1701.08528v1,Yes,12961,11.02125850340136,2017,commendable,0,0,Yes,20.333333333333332,122
2008.03995v1,Yes,4342,10.31353919239905,2020,commendable,0,0,Yes,17.833333333333332,107
2308.07121v2,Yes,3294,9.27887323943662,2023,commendable,0,0,Yes,17.875,143
2112.07507v1,Yes,11113,10.261311172668512,2021,commendable,0,0,No,25.75,206
2304.00765v2,Yes,12044,13.148471615720524,2023,commendable,0,0,Yes,17.916666666666668,215
2406.16426v2,Yes,9548,9.119388729703916,2024,commendable,0,0,Yes,16.0,192
2403.10380v3,Yes,18951,7.063361908311592,2024,commendable,0,0,Yes,17.833333333333332,107
1905.07264v1,Yes,9509,9.772867420349437,2019,commendable,0,0,No,26.0,104
1704.00331v1,Yes,4562,12.363143631436314,2017,commendable,0,0,No,15.0,135
2110.06592v1,Yes,3737,8.053879310344827,2021,commendable,0,0,Yes,14.555555555555555,131
2203.04660v1,Yes,6935,13.26003824091778,2022,commendable,0,0,No,24.428571428571427,171
2207.06224v2,Yes,3151,7.592771084337349,2022,commendable,0,0,No,15.833333333333334,95
2005.01595v1,No,14528,8.596449704142012,2020,commendable,0,0,No,15.166666666666666,182
2203.04661v1,No,6435,14.174008810572689,2022,commendable,0,0,No,21.0,147
2203.04662v1,No,3570,13.32089552238806,2022,commendable,0,0,No,23.4,117
2402.12891v2,No,15010,10.940233236151604,2024,commendable,0,0,No,21.125,169
1812.00693v1,No,6917,11.905335628227194,2018,commendable,0,0,No,18.75,150
2003.08865v1,Yes,8913,9.719738276990183,2020,commendable,0,0,No,21.333333333333332,192
2306.12189v2,Yes,10550,7.434813248766737,2023,commendable,0,0,No,17.142857142857142,120
2002.08721v5,No,19271,13.542515811665496,2020,commendable,0,0,No,15.066666666666666,226
2107.03070v1,Yes,6592,10.73615635179153,2021,commendable,0,0,No,20.5,164
1907.12868v1,Yes,5873,10.376325088339222,2019,commendable,0,0,No,20.875,167
2207.14023v1,Yes,5619,15.695530726256983,2022,commendable,0,0,No,13.0,156
2305.12811v1,Yes,26469,3.4437939110070257,2023,commendable,0,0,No,15.363636363636363,169
2207.10970v2,No,7393,6.423110338835795,2022,commendable,0,0,No,12.521739130434783,288
2009.08664v1,Yes,4887,7.907766990291262,2020,commendable,0,0,No,15.3125,245
2012.01768v2,No,8295,11.833095577746075,2020,commendable,0,0,No,19.333333333333332,174
2110.06630v1,Yes,8936,8.335820895522389,2021,commendable,0,0,No,18.545454545454547,204
2106.16209v4,Yes,14010,5.45136186770428,2021,commendable,0,0,No,16.642857142857142,233
2207.06214v3,Yes,83088,2.4820169673796157,2022,commendable,0,0,No,24.0,264
2205.06841v1,Yes,9512,9.686354378818738,2022,commendable,0,0,No,22.0,110
1608.05617v1,Yes,5720,9.181380417335474,2016,commendable,0,0,No,15.625,125
1709.04816v1,Yes,7696,11.767584097859327,2017,commendable,0,0,No,17.9,179
2402.12960v1,Yes,13081,9.82057057057057,2024,commendable,0,0,No,11.583333333333334,139
1909.09562v1,Yes,15358,12.713576158940397,2019,commendable,0,0,No,18.428571428571427,129
1808.07401v1,Yes,8121,12.788976377952755,2018,commendable,0,0,Yes,18.0,108
1908.11101v1,Yes,6230,9.326347305389222,2019,commendable,0,0,No,16.428571428571427,115
1103.4133v2,Yes,10097,15.678571428571429,2011,commendable,0,0,No,13.818181818181818,152
1908.10607v1,No,7140,9.930458970792769,2019,commendable,0,0,No,20.714285714285715,145
1605.01352v1,Yes,11957,12.533542976939204,2016,commendable,0,0,Yes,11.846153846153847,154
2008.11999v1,No,8268,10.668387096774191,2020,commendable,0,0,No,15.88888888888889,143
1108.5609v1,No,6792,11.49238578680203,2011,commendable,0,0,No,17.428571428571427,122
0711.0348v1,No,6775,12.207207207207206,2007,commendable,0,0,No,19.8,99
1307.4648v1,Yes,6865,11.272577996715928,2013,commendable,0,0,No,13.555555555555555,122
1701.00631v1,Yes,7796,13.036789297658864,2017,commendable,0,0,No,17.2,172
1701.00636v1,Yes,8502,10.470443349753694,2017,commendable,0,0,No,15.125,121
2105.00272v1,No,5594,9.762652705061084,2021,commendable,0,0,No,21.0,84
2103.11397v1,Yes,8968,14.167456556082149,2021,commendable,0,0,No,21.833333333333332,131
2210.01100v1,Yes,14284,13.225925925925926,2022,commendable,0,0,No,25.22222222222222,227
1909.12521v1,Yes,6286,8.682320441988951,2019,commendable,0,0,No,14.0,126
2309.09216v1,Yes,5228,11.147121535181236,2023,commendable,0,0,Yes,13.23076923076923,172
2408.13866v1,Yes,8116,10.595300261096606,2024,commendable,0,0,No,16.0,160
2109.14217v1,Yes,3855,9.613466334164588,2021,commendable,0,0,No,13.714285714285714,192
2202.00747v1,Yes,5859,9.111975116640746,2022,commendable,0,0,No,14.083333333333334,169
1907.05663v1,Yes,5472,9.985401459854014,2019,commendable,0,0,No,15.727272727272727,173
2108.08589v1,Yes,9451,13.0,2021,commendable,0,0,No,21.11111111111111,190
2303.14256v1,No,9241,10.77039627039627,2023,commendable,0,0,No,25.428571428571427,178
2304.05688v1,Yes,6745,9.691091954022989,2023,commendable,1,0,No,12.714285714285714,178
1911.06525v1,Yes,5148,11.972093023255814,2019,commendable,0,0,No,22.444444444444443,202
2009.00304v3,Yes,13508,9.939661515820456,2020,commendable,0,0,No,18.083333333333332,217
2308.15785v1,Yes,9463,10.15343347639485,2023,commendable,0,0,No,17.625,282
2401.07985v1,Yes,16606,12.628136882129278,2024,commendable,0,0,No,17.53846153846154,228
2303.11088v2,Yes,15870,9.566003616636529,2023,commendable,0,0,No,21.23076923076923,276
1907.01046v1,Yes,8401,11.865819209039548,2019,commendable,0,0,No,18.53846153846154,241
2108.08081v1,No,4371,12.38243626062323,2021,commendable,0,0,No,18.666666666666668,224
2110.10404v1,Yes,5528,12.284444444444444,2021,commendable,0,0,Yes,16.0,128
2404.14364v1,Yes,5023,9.678227360308286,2024,commendable,0,0,No,12.25,98
1908.05986v1,Yes,6867,11.313014827018122,2019,commendable,0,0,No,16.928571428571427,237
2311.05748v1,Yes,6457,13.018145161290322,2023,commendable,0,0,Yes,15.428571428571429,216
2408.08141v1,Yes,5279,8.962648556876061,2024,commendable,0,0,No,18.307692307692307,238
2003.02603v1,Yes,5683,10.504621072088725,2020,commendable,0,0,No,23.5,141
2103.09782v1,Yes,3291,9.912650602409638,2021,commendable,0,0,No,16.5,198
2209.13644v1,Yes,8790,8.153988868274583,2022,commendable,0,0,No,18.666666666666668,224
2009.01554v1,No,1566,13.617391304347828,2020,commendable,0,0,No,19.666666666666668,236
2009.10369v1,Yes,11656,9.886344359626802,2020,commendable,0,0,No,22.444444444444443,202
1907.01875v1,Yes,2853,10.847908745247148,2019,commendable,0,0,No,14.833333333333334,178
2103.09363v1,Yes,4865,11.501182033096926,2021,commendable,0,0,No,11.0,110
2204.11509v2,Yes,9982,10.322647362978284,2022,commendable,0,0,No,16.125,129
2103.08469v1,Yes,5682,12.012684989429175,2021,commendable,0,0,No,20.333333333333332,122
1508.04752v1,Yes,23957,7.705693148922483,2015,commendable,0,0,No,19.916666666666668,239
1609.03062v1,Yes,21284,9.201902291396454,2016,commendable,0,0,No,15.833333333333334,95
1701.01971v1,No,7772,14.803809523809525,2017,commendable,0,0,No,30.0,90
1208.5580v2,Yes,12336,14.082191780821915,2012,commendable,0,0,No,19.333333333333332,58
1303.5956v2,No,11214,10.659695817490494,2013,commendable,0,0,No,23.4,117
2407.20013v2,Yes,4955,9.244402985074627,2024,commendable,0,0,Yes,22.75,91
1308.1204v1,Yes,19490,16.72961373390558,2013,commendable,0,0,No,23.833333333333332,143
1302.2675v2,Yes,16657,12.256806475349524,2013,commendable,0,0,No,21.53846153846154,280
1307.4471v1,Yes,8814,10.722627737226276,2013,commendable,0,0,No,20.363636363636363,224
2112.03046v1,Yes,8616,10.920152091254751,2021,commendable,0,0,No,18.636363636363637,205
2204.08996v3,Yes,2887,18.04375,2022,commendable,0,0,No,21.857142857142858,153
2012.03719v2,Yes,9860,11.71021377672209,2020,commendable,0,0,No,20.23076923076923,263
2305.02145v2,No,7196,11.422222222222222,2023,commendable,0,0,No,17.727272727272727,195
1809.03699v2,Yes,15630,7.379603399433428,2018,commendable,1,0,No,20.0,200
2405.03426v3,Yes,7602,11.228951255539144,2024,commendable,0,0,No,21.583333333333332,259
2002.12906v4,Yes,18888,10.10593900481541,2020,commendable,0,0,No,18.333333333333332,220
2405.12798v1,Yes,9309,11.798479087452472,2024,commendable,0,0,Yes,20.285714285714285,142
2103.14522v1,Yes,8515,13.3046875,2021,commendable,0,0,No,22.363636363636363,246
2308.04186v1,Yes,10315,13.241335044929397,2023,commendable,0,0,No,20.636363636363637,227
1503.01298v2,Yes,3279,11.346020761245676,2015,commendable,0,0,No,17.8,178
1401.4533v2,No,6733,12.241818181818182,2014,commendable,0,0,No,12.666666666666666,76
2408.16346v1,Yes,8442,5.7233898305084745,2024,commendable,0,0,No,14.11111111111111,127
1903.11682v3,Yes,3442,14.223140495867767,2019,commendable,0,0,No,20.0,200
2203.06995v3,Yes,13315,7.193408968125338,2022,commendable,0,0,No,16.6875,267
1501.03342v2,Yes,6200,10.689655172413794,2015,commendable,0,0,No,13.5625,217
1410.0569v1,Yes,6641,9.638606676342526,2014,commendable,0,0,Yes,16.0,96
1804.02751v1,Yes,4181,11.486263736263735,2018,commendable,0,0,No,15.88888888888889,143
1809.06299v1,Yes,4422,7.854351687388988,2018,commendable,0,0,No,21.166666666666668,127
1308.1838v1,Yes,10998,8.110619469026549,2013,commendable,0,0,Yes,22.727272727272727,250
1410.1740v1,Yes,7475,9.64516129032258,2014,commendable,0,0,No,15.6875,251
2208.08221v4,Yes,9728,10.0703933747412,2022,commendable,0,0,No,19.09090909090909,210
2105.12078v1,Yes,14299,14.81761658031088,2021,commendable,0,0,No,18.125,290
1205.5611v1,Yes,5711,7.696765498652291,2012,commendable,0,0,Yes,19.0,152
1304.7300v1,Yes,6178,8.966618287373004,2013,commendable,0,0,Yes,15.076923076923077,196
2006.02670v1,Yes,15510,14.190301921317475,2020,commendable,0,0,No,16.5,33
1601.02453v1,No,1841,13.842105263157896,2016,commendable,0,0,No,18.5,111
1805.09535v1,No,7896,11.927492447129907,2018,commendable,0,0,No,12.625,101
1004.0092v1,No,6327,11.080560420315235,2010,commendable,0,0,No,16.666666666666668,150
0707.0562v2,No,4202,17.363636363636363,2007,commendable,0,0,No,19.0,152
1604.00054v5,No,16657,16.574129353233833,2016,commendable,0,0,No,46.5,93
1905.11847v2,Yes,8113,9.942401960784316,2019,commendable,0,0,No,18.0,108
2302.06248v4,No,6395,8.677069199457259,2023,commendable,0,0,No,21.5,43
1702.07922v2,Yes,15183,11.97397476340694,2017,commendable,0,0,Yes,19.0,114
1710.04247v2,No,7978,13.778929188255614,2017,commendable,0,0,No,22.6,113
1909.05580v1,Yes,13989,5.308918406072106,2019,commendable,0,0,No,16.916666666666668,203
2107.04014v1,Yes,6281,16.06393861892583,2021,commendable,0,0,Yes,25.0,200
1906.00715v1,No,8913,14.102848101265822,2019,commendable,0,0,No,26.833333333333332,161
2306.14192v3,No,8864,11.149685534591194,2023,commendable,0,0,No,15.636363636363637,172
2308.08374v1,Yes,12073,10.380911435941533,2023,commendable,0,0,No,9.333333333333334,28
1108.3622v1,No,2679,7.359890109890109,2011,commendable,0,0,No,21.5,86
1804.07647v1,Yes,9456,12.743935309973043,2018,commendable,0,0,No,17.22222222222222,155
2005.09281v3,No,11827,10.578711985688727,2020,commendable,0,0,No,18.857142857142858,132
2003.04629v1,Yes,16070,13.782161234991424,2020,commendable,0,0,Yes,13.833333333333334,166
1802.00523v1,No,12072,8.441958041958042,2018,commendable,0,0,No,15.5,155
2001.11218v2,Yes,9641,9.767983789260384,2020,commendable,0,0,No,21.5,129
1904.09125v2,Yes,13492,13.240431795878312,2019,commendable,0,0,Yes,8.55,171
2004.13288v1,Yes,8536,13.812297734627832,2020,commendable,0,0,No,14.222222222222221,128
2104.09063v1,No,9519,9.663959390862944,2021,commendable,0,0,No,18.77777777777778,169
1906.11718v1,No,8377,12.247076023391813,2019,commendable,0,0,No,14.857142857142858,104
2202.07981v1,No,10874,10.059204440333025,2022,commendable,0,0,No,9.846153846153847,128
2105.07220v1,Yes,10597,11.853467561521253,2021,commendable,0,0,No,19.666666666666668,118
2108.02963v1,Yes,4197,12.874233128834357,2021,commendable,0,0,No,19.666666666666668,118
2208.08806v1,Yes,10463,10.400596421471173,2022,commendable,0,0,No,20.555555555555557,185
2311.10658v1,Yes,13349,11.84472049689441,2023,commendable,0,0,No,23.333333333333332,280
2008.03516v2,No,14805,11.485647788983709,2020,commendable,0,0,No,22.11111111111111,199
2010.07253v3,Yes,10996,10.55278310940499,2020,commendable,0,0,No,18.818181818181817,207
1801.08565v1,No,8611,14.897923875432523,2018,commendable,0,0,No,22.2,333
2107.09546v2,Yes,45902,6.427051246149538,2021,commendable,0,0,No,25.8,258
2208.09238v1,Yes,7313,13.176576576576576,2022,commendable,0,0,Yes,22.7,227
2106.12253v4,Yes,11413,9.729752770673487,2021,commendable,0,0,No,19.363636363636363,213
2106.12255v4,Yes,9435,11.34014423076923,2021,commendable,0,0,No,6.361111111111111,229
2206.07332v3,Yes,12187,11.191000918273646,2022,commendable,0,0,No,20.8,208
2404.13399v1,No,7056,7.711475409836066,2024,commendable,0,0,No,20.88888888888889,188
2203.11728v1,No,2175,17.261904761904763,2022,commendable,0,0,No,17.666666666666668,53
2203.12414v1,No,2131,15.221428571428572,2022,commendable,0,0,No,12.666666666666666,38
2203.12415v1,Yes,1898,16.22222222222222,2022,commendable,0,0,No,12.0,36
2202.08034v1,Yes,1987,12.575949367088608,2022,commendable,0,0,No,11.666666666666666,35
2203.11727v1,Yes,1998,15.36923076923077,2022,commendable,0,0,No,11.5,46
2203.14762v1,No,1884,14.952380952380953,2022,commendable,0,0,No,8.5,34
2203.11729v1,No,2115,15.0,2022,commendable,0,0,No,14.166666666666666,85
2004.03183v1,No,6818,13.264591439688717,2020,commendable,0,0,No,23.0,46
2304.00285v1,No,2016,13.44,2023,commendable,0,0,No,9.25,37
2203.14820v1,Yes,2957,15.401041666666666,2022,commendable,0,0,No,26.4,132
2211.02842v1,No,7142,14.910229645093946,2022,commendable,0,0,No,18.071428571428573,253
2203.12604v1,No,6739,16.722084367245657,2022,commendable,0,0,No,23.0,184
2307.03945v1,No,2939,16.89080459770115,2023,commendable,0,0,No,21.0,126
2312.07208v1,Yes,8252,11.032085561497324,2023,commendable,0,0,Yes,15.818181818181818,174
2204.07058v1,Yes,7118,13.583969465648854,2022,commendable,0,0,No,31.8,159
2206.07142v1,No,2404,11.233644859813085,2022,commendable,0,0,No,11.4,57
2304.01376v1,Yes,7176,16.805620608899297,2023,commendable,0,0,Yes,18.1875,291
2005.14453v1,No,3874,15.251968503937007,2020,commendable,0,0,No,17.916666666666668,215
2105.07990v3,No,6392,10.461538461538462,2021,commendable,0,0,No,21.444444444444443,193
2211.02847v1,No,6116,14.73734939759036,2022,commendable,0,0,No,21.0,210
2303.17248v1,Yes,7185,10.581737849779088,2023,commendable,0,0,No,26.833333333333332,161
2205.08805v1,No,2562,12.258373205741629,2022,commendable,0,0,No,13.75,55
2204.07059v1,Yes,6920,14.630021141649047,2022,commendable,0,0,No,16.25,260
2204.12774v1,Yes,27127,6.957424980764299,2022,commendable,0,0,Yes,23.0,253
1102.4720v1,Yes,2521,9.167272727272728,2011,commendable,0,0,No,20.75,83
1605.08564v2,Yes,5830,12.729257641921397,2016,commendable,0,0,Yes,26.555555555555557,239
1509.00208v2,Yes,5189,10.017374517374517,2015,commendable,0,0,No,18.333333333333332,110
1906.02445v1,Yes,3329,10.808441558441558,2019,commendable,0,0,No,19.25,154
2111.00591v1,Yes,6556,10.963210702341136,2021,commendable,0,0,No,20.571428571428573,144
2406.18998v1,Yes,7317,7.859291084854995,2024,commendable,0,0,No,24.5,245
1704.07102v2,No,4813,10.648230088495575,2017,commendable,0,0,No,18.0,162
2010.05705v1,Yes,2221,12.691428571428572,2020,commendable,0,0,Yes,27.2,136
1701.08068v1,Yes,6073,19.59032258064516,2017,commendable,0,0,Yes,14.333333333333334,215
2207.01858v1,Yes,2706,7.139841688654354,2022,commendable,0,0,Yes,12.411764705882353,211
2304.02909v1,Yes,6072,8.711621233859397,2023,commendable,0,0,No,19.75,237
1703.06741v1,Yes,7989,9.311188811188812,2017,commendable,0,0,No,21.4,214
2312.13759v1,Yes,6283,9.405688622754491,2023,commendable,0,0,Yes,17.666666666666668,212
